1,READ,DEVICE
2,CREATE,DEVICE
3,UPDATE,DEVICE
4,DELETE,DEVICE
5,READ,ROOM
6,CREATE,ROOM
7,UPDATE,ROOM
8,DELETE,ROOM
12,DELETE,MODE
11,UPDATE,MODE
10,CREATE,MODE
9,READ,MODE
